id,pedido_id,sku,descripcion,gramaje,cantidad_pedida,cantidad_fisica,novedad,observaciones,auditado_por,auditado_en
21717,10416,7503020053306,Nupec - Treats Joint Care,180 GR,4,,sin_novedad,,,
21718,10416,7707865302791,Let's Be Fresh - Bolsas Biodegradables Aroma Citronella 30 Rollos,600 bolsas,1,,sin_novedad,,,
21719,10417,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
21720,10418,052742862507,Hills Pd - R/D Alimento Para Perro Pérdida De Peso Sabor Pollo,17 LB,1,,sin_novedad,,,
21721,10419,7707336722042,Heel - Traumeel Antiinflamatorio Natural Para Mascotas,50  MEDICAMENTOS,1,,sin_novedad,,,
21722,10420,7708228519290,"True Nature - Alimento Kitten Pollo, Pescado y Vegetales",3 KG,1,,sin_novedad,,,
21723,10421,7709914970623,Br For Cat - Adulto Castrados,10 KG,1,,sin_novedad,,,
21724,10421,7707865300087,Furry - Arena Premium Aglomerante,Precio Especial 10 KG,2,,sin_novedad,,,
21725,10422,706460000689,Whiskas - Alimento Húmedo Gatos Res,85  GR,4,,sin_novedad,,,
21726,10422,7898604431190,Vet Life - Gatos Renal,2 KG,1,,sin_novedad,,,
21727,10422,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,2,,sin_novedad,,,
21728,10423,030111604484,Royal Canin - Adult Instinctive,85  GR,2,,sin_novedad,,,
21729,10423,073657008644,Evolve - Cat Classic Salmon Adulto,1.24 KG,1,,sin_novedad,,,
21730,10423,855958006587,Churu - Inaba Cat Atún y Viera,4 uds,1,,sin_novedad,,,
21731,10424,7707205154509,Agility Gold - Gatos,3 KG,1,,sin_novedad,,,
21732,10424,3030301000144,Furry - Combo 2 Arenas Aglomerantes Premium Furry Black,Combo,1,,sin_novedad,,,
21733,10425,7453015301038,Barf Origenes - Alimento Congelado Menú Llano Res,500 GR,1,,sin_novedad,,,
21734,10425,7453015301014,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,500 GR,3,,sin_novedad,,,
21735,10425,7453015301069,Barf Origenes - Alimento Congelado Menú Real Carne de Pavo,500 GR,1,,sin_novedad,,,
21736,10425,7707321674332,Carval - Aciflux Suspensión,50 MILILITRO,1,,sin_novedad,,,
21737,10425,614143064272,Reeld´s Medical Pet Tgi Perros,275 GR,1,,sin_novedad,,,
21738,10425,5414736047911,"Simparica - Perros De 2,6 Hasta 5 Kg",1 Tableta,1,,sin_novedad,,,
21739,10426,7898349703576,Monello -  Cat Salmon Atún Y Pollo,7 KG,1,,sin_novedad,,,
21740,10427,052742022192,Hills Sd - Alimento Light Bajas Calorías Perro Adulto Sabor Pollo,30 LB,1,,sin_novedad,,,
21741,10428,731199797982,Happy Barf - Alimento Congelado Sabor Beef,300 GR,10,,sin_novedad,,,
21742,10428,731199798002,Happy Barf - Alimento Congelado Sabor Beef,750 GR,12,,sin_novedad,,,
21743,10428,7709609300841,Galletas Vita Crunch 500 Gr,AVENA,1,,sin_novedad,,,
21744,10429,7709119966032,Pixie - Torta,260 GR,1,,sin_novedad,,,
21745,10430,074198608171,Diamond Naturals - Lamb Meal & Rice,40  LB,1,,sin_novedad,,,
21746,10431,074198608133,Diamond Naturals - Indoor Cat Formula,18 LB,1,,sin_novedad,,,
21747,10432,074198121151,Nutra Nuggets - Mantenimiento,15 KG,1,,sin_novedad,,,
21748,10433,7898349703132,Monello - Tradicional Adulto,25 KG,1,,sin_novedad,,,
21749,10433,7898349703255,Monello - Raza Pequeña,25 KG,1,,sin_novedad,,,
21750,10434,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,5,,sin_novedad,,,
21751,10435,7502010422375,Endogard 10 - Virbac Antiparasitorio para perros,2  MEDICAMENTOS,1,,sin_novedad,,,
21752,10435,7502010429909,Virbac - Milpro Cat Hasta 2 Kg,4 TABLETAS,1,,sin_novedad,,,
21753,10436,7708808596369,Foficat - Arena Aroma Carbón Activado,5 KG,3,,sin_novedad,,,
21754,10437,3182550708180,Royal Canin - Medium Puppy,4 KG,1,,sin_novedad,,,
21755,10437,030111630223,Royal Canin Hairball Care,2.72 KG,1,,sin_novedad,,,
21756,10437,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,1,,sin_novedad,,,
21757,10438,753153844877,Wow Can - Alimento Congelado Pollo y Ternera,500  GR,7,,sin_novedad,,,
21758,10438,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,7,,sin_novedad,,,
21759,10438,753153844884,Wow Can - Alimento Congelado Salmón,500  GR,1,,sin_novedad,,,
21760,10438,606110140782,Wow Can - Alimento Salmón Al Vapor sin Refrigeración,300 GR,4,,sin_novedad,,,
21761,10438,701575381449,Wow Can - Alimento Cerdo Al Vapor sin Refrigeración,300 GR,4,,sin_novedad,,,
21762,10439,7709990740271,Artri-Tabs - Tabletas Saborizadas.,45 MEDICAMENTOS,1,,sin_novedad,,,
21763,10440,030111604484,Royal Canin - Adult Instinctive,85  GR,6,,sin_novedad,,,
21764,10440,7707912072936,Reeld´s - Alimento Húmedo Ronik Grain Free Sabor Pollo,500 GR,2,,sin_novedad,,,
21765,10440,7708304362970,Basic Farm - Dentyfarm Tubo,30 GR,3,,sin_novedad,,,
21766,10440,7707912072950,Reeld's - Ronik Grain Free Salmón,500 GR,3,,sin_novedad,,,
21767,10440,7708184209556,Wow Cat - Salmón Cocinado sin Refrigeración,100 GR,1,,sin_novedad,,,
21768,10440,38100179890,Pro Plan Veterinary Diets - HA Hydrolized Canine,377 GR,1,,sin_novedad,,,
21769,10441,7453015301021,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,200 GR,35,,sin_novedad,,,
21770,10442,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
21771,10442,7703381240029,NexGard - Perros De 10.1 Hasta 25 Kg,1 TABLETA,1,,sin_novedad,,,
21772,10443,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,,sin_novedad,,,
21773,10444,7896588947225,Equilibrio - Todas Las Razas Cachorro,2 KG,1,,sin_novedad,,,
21774,10444,7707336720598,Heel - Engystol,50 comprimidos,1,,sin_novedad,,,
21775,10445,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,,sin_novedad,,,
21776,10446,3182550771252,Royal Canin - Gastro Intestinal Cat,2 KG,1,,sin_novedad,,,
21777,10446,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
21778,10447,5414736059983,Apoquel - Tratamiento Dermatológico,16 Mg 20 MEDICAMENTOS,1,,sin_novedad,,,
21779,10448,7702578831019,Mirrapel - Senior,120 MILILITRO,1,,sin_novedad,,,
21780,10448,7707232090917,Natural Freshly - Vita Crunch Flex Artrit,50 GR,1,,sin_novedad,,,
21781,10448,7707232090979,Natural Freshly - Vita Crunch Urovital,50 GR,1,,sin_novedad,,,
21782,10449,857848000705,Max - Cat Castrados,3 KG,1,,sin_novedad,,,
21783,10450,781718792974,Peluditos Barf - Natural Barf,500 GR,20,,sin_novedad,,,
21784,10450,7707205158194,Agility Gold - Gatitos,1.5 KG,1,,sin_novedad,,,
21785,10450,7707319650508,Mypet - Bombonera Mix,483 GR,2,,sin_novedad,,,
21786,10450,852978008515,Fruitables - Snack Para Gato Atún Y Calabaza,70 GR,1,,sin_novedad,,,
21787,10450,852978008508,Fruitables Snack Para Gato Salmon Y Arandanos,70 GR,1,,sin_novedad,,,
21788,10451,7702084057170,Donkat - Gato Adulto,7 KG,1,,sin_novedad,,,
21789,10451,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
21790,10452,074198121076,Nutra Nuggets - Mantenimiento,7.5 KG,1,,sin_novedad,,,
21791,10453,7708808596765,Br For Dog - Br For Dog Pure Soft,2.7 KG,1,,sin_novedad,,,
21792,10454,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
21793,10455,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
21794,10455,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,,sin_novedad,,,
21795,10455,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
21796,10455,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
21797,10456,7707205151232,Agility Gold - Grandes Cachorros,3 KG,1,,sin_novedad,,,
21798,10457,5022451991022,Thyro - Tabs Tabs 0.4 Mg,120 MEDICAMENTOS,2,,sin_novedad,,,
21799,10458,8713184147646,Bravecto - Perros De 20 Hasta 40 Kg,1 TABLETA,3,,sin_novedad,,,
21800,10458,7707115399878,California - Galgocal 600,sobre x 2  MEDICAMENTOS,5,,sin_novedad,,,
21801,10458,7709129857986,Br For Dog - Snack Brush,3 Unidades,1,,sin_novedad,,,
21802,10459,7501072207258,Pro Plan - Estirilizados con OptiRenal,3 KG,1,,sin_novedad,,,
21804,10459,852978008508,Fruitables Snack Para Gato Salmon Y Arandanos,70 GR,3,,sin_novedad,,,
21806,10459,038100120144,Pro Plan Veterinary Diets - UR Urinary Care Feline,156 GR,4,,sin_novedad,,,
21808,10460,030111604484,Royal Canin - Adult Instinctive,85  GR,1,,sin_novedad,,,
21809,10460,7702521355562,One - Alimento Húmedo Para gatos Precio Especial Pack x4,340 GR,1,,sin_novedad,,,
21810,10460,7501072214546,Pro Plan - Urinary Alimento Húmedo para Gato Adulto,85 GR,2,,sin_novedad,,,
21811,10461,7707205154516,Agility Gold - Gatos,7 KG,1,,sin_novedad,,,
21812,10461,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
21813,10462,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
21814,10463,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,3,,sin_novedad,,,
21815,10464,052742001746,Hills Pd - C/D Multicare Alimento Perro Cuidado Urinario Sabor Pollo,"8,5 LB",1,,sin_novedad,,,
21816,10464,7707232090979,Natural Freshly - Vita Crunch Urovital,50 GR,1,,sin_novedad,,,
21817,10465,7707001120036,Nutrion - Adultos,15 KG,1,,sin_novedad,,,
21818,10466,7898019868055,Ourofino - Petcell,50 MILILITRO,1,,sin_novedad,,,
21819,10467,7707205154998,Chunky - Gatos Salmon Cordero,8 KG,1,,sin_novedad,,,
21820,10467,7709399777410,Foficat - Arena Para Gatos,25 KG,1,,sin_novedad,,,
21821,10467,7707865304733,Besties - Paté Alimento Húmedo Gatos Adultos Sabor Pollo,100 GR,1,,sin_novedad,,,
21803,10459,7703095933231,Guaumor - Adultos Razas Medianas Y Grandes,25 KG,1,1,sin_novedad,"",21,2026-03-29 14:19:54.088924
21805,10459,7898363317766,Formúla Natural - Alimento Fórmula Natural Veterinaria para Gatos Renal,1.5 KG,1,1,sin_novedad,"",21,2026-03-29 14:19:57.096913
21822,10467,7707865308816,Besties - Paté Alimento Húmedo Gatos Adultos Sabor Pescado,100 GR,1,,sin_novedad,,,
21823,10468,030111447258,Royal Canin VHN - Gastro Intestinal He Gato Lata,145 GR,1,,sin_novedad,,,
21824,10468,030111442956,Royal Canin VHN - Urinary Gato Lata,145 GR,1,,sin_novedad,,,
21825,10468,3182550737623,Royal Canin - Fhn Regular Sterilised,10 KG,1,,sin_novedad,,,
21826,10469,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
21827,10470,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,1,,sin_novedad,,,
21828,10470,3182550748155,Royal Canin - Renal Especial Cat,2 KG,1,,sin_novedad,,,
21829,10470,7707865305853,Besties - Snacks Nuggets Gatos Sensitive,75 GR,3,,sin_novedad,,,
21830,10471,781718823616,Peluditos Barf - Natural Barf,750 GR,10,,sin_novedad,,,
21831,10471,781718823609,Peluditos Barf - Natural Barf,600 GR,11,,sin_novedad,,,
21832,10472,7896588950324,Max - Premium Adulto Máximo Desempeño Carne,20 KG,1,,sin_novedad,,,
21833,10472,7709355546425,MAÍZ CAT - Arena de Maíz Para Gato,4 KG,1,,sin_novedad,,,
21834,10473,7643758155900,Feline Pine - Arena Ecológica Para Gato,10 KG,1,,sin_novedad,,,
21835,10474,7707196563601,Freemiau - Arena Cítrica,4 KG,1,,sin_novedad,,,
21836,10474,855958006556,Churu - Inaba Cat Atún,4 uds,3,,sin_novedad,,,
21837,10474,030111435538,Royal Cain - Appetite Control Wet,85 GR,3,,sin_novedad,,,
21838,10475,7707205151508,Chunky - Cordero Arroz Y Salmón Adulto,12 KG,1,,sin_novedad,,,
21839,10476,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
21840,10476,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,2,,sin_novedad,,,
21841,10476,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,1,,sin_novedad,,,
21842,10477,064992103453,Orijen - Original,2.04 KG,1,,sin_novedad,,,
21843,10478,052742006437,Hills Sd- Alimento Saludable Gato Adulto Sabor Pollo,16 LB,1,,sin_novedad,,,
21844,10478,7702521355562,One - Alimento Húmedo Para gatos Precio Especial Pack x4,340 GR,4,,sin_novedad,,,
21845,10479,3182550703079,Royal Canin - Giant Adult,15 KG,1,,sin_novedad,,,
21846,10480,7707336722042,Heel - Traumeel Antiinflamatorio Natural Para Mascotas,50  MEDICAMENTOS,1,,sin_novedad,,,
21847,10480,7707336722059,Heel - Zeel Artrosis Compositum Ad Us Vet,100 Tabletas,1,,sin_novedad,,,
21848,10481,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,4,,sin_novedad,,,
21849,10482,7707321672727,Carval - Meloxipet.,10 MILILITRO,2,,sin_novedad,,,
21850,10483,781159451218,Jv Cats  - Arena Sanitaria Café,5 KG,3,,sin_novedad,,,
21851,10483,7896588958627,Max Vita - Alimento Gato Castrado Pollo,3 KG,2,,sin_novedad,,,
21852,10484,857848000613,Max - Mature Pollo & Arroz,2 KG,2,,sin_novedad,,,
21853,10484,7707336722042,Heel - Traumeel Antiinflamatorio Natural Para Mascotas,50  MEDICAMENTOS,2,,sin_novedad,,,
21854,10485,7703090876106,Ringo + Pro - Alimento Seco para Adultos,20 KG,1,,sin_novedad,,,
21855,10485,7703090785064,Mirringo - Original Gatos Adultos,8 KG,1,,sin_novedad,,,
21856,10485,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,,sin_novedad,,,
20466,9833,052742725208,Hills Pd K/D Alimento Saludable Para Gato Cuidado Renal Sabor Pollo,4 LB,2,,sin_novedad,,,
21857,10486,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,8,,sin_novedad,,,
21858,10487,731199797999,Happy Barf - Alimento Congelado Sabor Beef,500 GR,9,,sin_novedad,,,
21859,10487,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,9,,sin_novedad,,,
21860,10487,731199797968,Happy Barf - Alimento Congelado Sabor Cordero,500 GR,9,,sin_novedad,,,
21861,10488,7708638091034,Furry - Arena Premium Aglomerante,4.5 KG,1,,sin_novedad,,,
21862,10488,7703090254065,Mirringo - Gato Adulto + Pro,8 KG,1,,sin_novedad,,,
21863,10489,7898604431190,Vet Life - Gatos Renal,2 KG,1,,sin_novedad,,,
21864,10489,7707912072936,Reeld´s - Alimento Húmedo Ronik Grain Free Sabor Pollo,500 GR,35,,sin_novedad,,,
21865,10490,052742296807,Hills Sd - Perfect Weight Alimento Gato Peso Perfecto Sabor Pollo,3 LB,1,,sin_novedad,,,
21866,10490,4007221055402,Advocate - Pipeta Solución Tópica Gatos Hasta 8 Kg,0.8 MILILITRO,1,,sin_novedad,,,
21867,10490,38100138101,Pro Plan Veterinary Diets - OM Obesity Feline Húmedo,156 GR,2,,sin_novedad,,,
21868,10491,7707205159269,Menú Natural  - Alimento Natural Adultos Pollo y Salmón,3 KG,1,,sin_novedad,,,
21869,10492,753153844907,Wow Can - Alimento Congelado Pollo y Ternera,300 GR,4,,sin_novedad,,,
21870,10492,753153844891,Wow Can - Alimento Congelado Carne de Res,300 GR,4,,sin_novedad,,,
21871,10493,781718823616,Peluditos Barf - Natural Barf,750 GR,20,,sin_novedad,,,
21872,10494,7896588947324,Equilibrio - Light Todas Las Razas Adulto,15 KG,1,,sin_novedad,,,
21873,10494,7707865306096,Let's Be Fresh - Bolsas Biodegradables Aroma Citronella 12 Rollos,240 bolsas,1,,sin_novedad,,,
21874,10495,7708228519382,Besties - Alimento Perros Adultos Sabor Carne y Pollo,15 KG,1,,sin_novedad,,,
21875,10496,731199798002,Happy Barf - Alimento Congelado Sabor Beef,750 GR,3,,sin_novedad,,,
21876,10496,731199797852,Happy Barf - Alimento Congelado Sabor Pollo,750 GR,2,,sin_novedad,,,
21877,10496,731199797975,Happy Barf - Alimento Congelado Sabor Cordero,750 GR,3,,sin_novedad,,,
21878,10497,3182550784566,Royal Canin - Sterilised 7+,1.5 KG,1,,sin_novedad,,,
21879,10497,3182550920391,Royal Canin - Appetite Control Sterilised,2 KG,1,,sin_novedad,,,
21880,10497,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,1,,sin_novedad,,,
21881,10497,854871008371,Churu Pops - Inaba Cat 4 Piezas Atún,60 GR,1,,sin_novedad,,,
21882,10497,854871008395,Churu - Inaba Cat Pops Tuna With Chicken Recipe,60 GR,1,,sin_novedad,,,
20446,9822,753153844877,Wow Can - Alimento Congelado Pollo y Ternera,500  GR,7,7,sin_novedad,"",27,2026-02-27 15:10:44.048159
20447,9822,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,7,7,sin_novedad,"",27,2026-02-27 15:11:07.076438
21883,10498,7896588958566,Max Vita - Alimento Gato Adulto Atun y Camarones,1 KG,1,,sin_novedad,,,
21884,10499,4014355222433,Dr Clauders - Pavo y Arroz,800 GR,1,,sin_novedad,,,
21885,10500,030111451415,Royal Canin - Yorkshire Terrier Adult,4.54 KG,1,,sin_novedad,,,
21886,10501,606110136310,Wow Can - Alimento Carne De Res Al Vapor sin Refrigeración,300 GR,8,,sin_novedad,,,
21887,10501,788115399201,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Pollo,Pollo,12,,sin_novedad,,,
21888,10501,788115399218,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Salmón,Salmón,10,,sin_novedad,,,
21889,10501,7707865305488,Belly Treats - Mix Parrillero,200 GR,1,,sin_novedad,,,
21890,10502,781718823593,Peluditos Barf - Natural Barf,300 GR,10,,sin_novedad,,,
21891,10502,781718823609,Peluditos Barf - Natural Barf,600 GR,10,,sin_novedad,,,
21892,10503,731199798002,Happy Barf - Alimento Congelado Sabor Beef,750 GR,4,,sin_novedad,,,
21893,10503,731199797982,Happy Barf - Alimento Congelado Sabor Beef,300 GR,2,,sin_novedad,,,
21894,10503,731199797852,Happy Barf - Alimento Congelado Sabor Pollo,750 GR,4,,sin_novedad,,,
21895,10503,731199797838,Happy Barf - Alimento Congelado Sabor Pollo,300 GR,2,,sin_novedad,,,
21896,10503,731199797975,Happy Barf - Alimento Congelado Sabor Cordero,750 GR,4,,sin_novedad,,,
21897,10504,7702521102364,Cat Chow - Vida Sana,3 KG,1,,sin_novedad,,,
21898,10504,7503026084175,Nupec - Felino Senior,1.5 KG,1,,sin_novedad,,,
21899,10505,074198179077,Nutra Nuggets - Mantenimiento Gato,"7,5 KG",1,,sin_novedad,,,
21900,10505,7709399777410,Foficat - Arena Para Gatos,25 KG,1,,sin_novedad,,,
21901,10506,7707205154127,Chunky - Pollo Razas Pequeñas Adulto,4 KG,1,,sin_novedad,,,
21902,10506,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
21903,10506,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,1,,sin_novedad,,,
21904,10506,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,1,,sin_novedad,,,
21905,10507,7896588947355,Equilibrio - Razas Pequeñas Adulto 7+,2 KG,1,,sin_novedad,,,
21906,10507,7707205154509,Agility Gold - Gatos,3 KG,1,,sin_novedad,,,
21907,10508,7707232094731,Natural Freshly - Digestar Fibra x Caja,12 Sobres,2,,sin_novedad,,,
21908,10508,7709671803172,Reeld´s - Alimento Húmedo  Ronik Grain Free Hidrolizado Sabor Salmón,500 GR,5,,sin_novedad,,,
21909,10509,073657008590,Evolve - Cat Kitten Chicken & Rice Pollo,1.24 KG,2,,sin_novedad,,,
21910,10510,7707205151508,Chunky - Cordero Arroz Y Salmón Adulto,12 KG,1,,sin_novedad,,,
21911,10511,7707205154509,Agility Gold - Gatos,3 KG,1,,sin_novedad,,,
21912,10512,052742610900,Hills Sd - Adult Indoor Alimento Húmedo Gato De Interior Sabor Pollo,"5,5 OZ",1,,sin_novedad,,,
21913,10512,030111447258,Royal Canin VHN - Gastro Intestinal He Gato Lata,145 GR,1,,sin_novedad,,,
21914,10512,3182550717120,Royal Canin - Fhn Savour Exigent,400 GR,1,,sin_novedad,,,
21915,10513,7707205158415,Chunky - Pollo Adultos,9 KG,1,,sin_novedad,,,
21916,10513,706460249484,Pedigree - Alimento Húmedo Perro Raza Pequeña Adulto Res,100  GR,2,,sin_novedad,,,
21917,10513,7707205153502,Chunky Delidog Dent,150 GR,1,,sin_novedad,,,
21918,10513,737186506339,Reeld´s - Cream Delicious Gato,56 GR,1,,sin_novedad,,,
21919,10513,7707319650355,Mypet - Tráquea Tubo,Unidad,1,,sin_novedad,,,
21920,10514,857848000583,Max - Light Pollo y Arroz,15 KG,1,,sin_novedad,,,
21921,10514,3182550704625,Royal Canin - Indoor Adult,2 KG,1,,sin_novedad,,,
21922,10514,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,1,,sin_novedad,,,
21923,10514,739802443875,Salvaje - Dieta Horneada Natural Congelada de Salmon,500 GR,1,,sin_novedad,,,
21924,10514,7707108091062,Whiskas - Alimento Húmedo Para Gato Adulto AhorraPack 85 g X 7 Sobres,7 Sobres x 85 g,1,,sin_novedad,,,
21925,10515,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
21926,10515,7707205157258,Agility Gold - Adultos Obesos,7 KG,2,,sin_novedad,,,
21927,10515,4064951005671,NexGard Combo Cat - 2.5 Kg - 7.5 Kg,L,1,,sin_novedad,,,
20538,9865,7501072206305,Pro Plan - Urinary Adulto con OptiTract,3 KG,1,,sin_novedad,,,
20539,9865,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,1,,sin_novedad,,,
21928,10515,7709548759809,Dowolf - Galletas Pollo y Zanahoria con Omega 3,200 GR,1,,sin_novedad,,,
21929,10515,7709548759885,Dowolf - Galletas Mixtas Pollo y Ternera,200 GR,1,,sin_novedad,,,
21930,10516,7703381243495,NexGard Spectra - Tableta Masticable para Perros 7.6 - 15 KG,7.6 - 15 KG,2,,sin_novedad,,,
21931,10517,7707912072936,Reeld´s - Alimento Húmedo Ronik Grain Free Sabor Pollo,500 GR,6,,sin_novedad,,,
21932,10517,7707912072646,Reeld´s - Ronik Grain Free Sabor Cordero,500 GR,6,,sin_novedad,,,
21933,10518,855958006556,Churu - Inaba Cat Atún,4 uds,3,,sin_novedad,,,
21934,10518,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,10,,sin_novedad,,,
21935,10519,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,4,,sin_novedad,,,
21936,10520,7709399777489,Br For Cat - Adulto Castrados,3 KG,1,,sin_novedad,,,
21937,10520,7709727443925,Br For Cat - Gatitos Cachorros,3 KG,1,,sin_novedad,,,
21938,10520,7708808596857,Michiko - Arena Aroma Limón,5 KG,3,,sin_novedad,,,
21939,10521,7502010428087,Rondel - Virbac Antiparasitario,5 MILILITRO,1,,sin_novedad,,,
20552,9871,4007221055457,Baytril - Tabletas 50,10  MEDICAMENTOS,1,,sin_novedad,,,
20553,9871,7898019868178,Ourofino - Predicorten,5 MG 10 TABLETAS,1,,sin_novedad,,,
21940,10521,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,3,,sin_novedad,,,
21941,10521,739802443882,Salvaje - Dieta Horneada Natural Congelada de Pollo,500 GR,2,,sin_novedad,,,
21942,10521,4014355324489,Dr.  Clauders - Dog Turkey & Potato,400 GR,1,,sin_novedad,,,
21943,10522,7707205154516,Agility Gold - Gatos,7 KG,2,,sin_novedad,,,
21944,10522,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,2,,sin_novedad,,,
21945,10523,030111513922,Royal Canin - Chihuahua Adult,1.14 KG,1,,sin_novedad,,,
21946,10524,7702084057347,Donkat - Gato Adulto,16 KG,1,,sin_novedad,,,
21947,10525,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,28,,sin_novedad,,,
21948,10526,7896588958399,Max Vita - Alimento Perro Adulto Razas Pequeñas Pollo y Vegetales,10.1 KG,1,,sin_novedad,,,
21949,10527,7707205154516,Agility Gold - Gatos,7 KG,1,,sin_novedad,,,
21950,10528,781718823593,Peluditos Barf - Natural Barf,300 GR,30,,sin_novedad,,,
21951,10529,850030015525,Churu -  Tuna Seafood Variety,40 UDS,1,,sin_novedad,,,
21952,10530,7896588944538,Equilibrio - F Gatos Adulto,"1,5 KG",1,,sin_novedad,,,
21953,10530,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
21954,10531,7707205154509,Agility Gold - Gatos,3 KG,1,,sin_novedad,,,
21955,10531,7709376807611,Pixie - Dieta Horneada Gato Pescado,200 GR,4,,sin_novedad,,,
21956,10532,050000290598,Félix - Paté Pescado Y Atún,156  GR,2,,sin_novedad,,,
21957,10532,050000290482,Félix - Paté Salmón,156  GR,2,,sin_novedad,,,
21958,10532,050000290680,Félix - Paté Pavo Y Menudencias,156  GR,2,,sin_novedad,,,
21959,10532,7702084057118,Oh Maigat! - Caseros Y Delicados,8 KG,1,,sin_novedad,,,
21960,10532,781159451263,Jv Cats  - Arena Sanitaria Café,20 KG,1,,sin_novedad,,,
21961,10532,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
21962,10533,8470000107511,Vecol - Asbrip Pets.,150 MILILITRO,1,,sin_novedad,,,
21963,10533,7707865308953,Besties - Snacks Nuggets Gatos Control Bola de Pelo,75 GR,1,,sin_novedad,,,
21964,10533,7708808596895,Tommy - Snack Cats Skin And Coat,75 GR,1,,sin_novedad,,,
21965,10534,052742887500,Hills Sd - Alimento Gato Adulto Control Bolas De Pelo Sabor Pollo,15 LB,1,,sin_novedad,,,
21966,10535,7707205157005,Chunky - Gatos Salmon Cordero,1.5 KG,1,,sin_novedad,,,
21967,10535,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,1,,sin_novedad,,,
21968,10536,5414736059983,Apoquel - Tratamiento Dermatológico,16 Mg 20 MEDICAMENTOS,2,,sin_novedad,,,
21969,10537,7898349703576,Monello -  Cat Salmon Atún Y Pollo,7 KG,1,,sin_novedad,,,
21970,10538,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
21971,10538,7898905706058,Foficat - Arena Para Gatos,5 KG,1,,sin_novedad,,,
21972,10538,736990005199,Shed X - Suplemento Dermaplex Perros.,8 OZ,1,,sin_novedad,,,
21973,10538,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,,sin_novedad,,,
21974,10538,7707865309196,Let's Be Fresh - Bolsas Biodegradables Aroma Citronella 6 Rollos,120 bolsas,1,,sin_novedad,,,
